locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFLAKNEJ_00319	CDS	1176	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
IFLAKNEJ_00320	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
IFLAKNEJ_00321	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
IFLAKNEJ_00322	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
IFLAKNEJ_00323	tRNA	88				tRNA-Ser(tga)
IFLAKNEJ_00324	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
IFLAKNEJ_00325	CDS	1794	hyaB	1.12.99.6	COG0374	Hydrogenase-1 large chain
IFLAKNEJ_00326	CDS	708	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
IFLAKNEJ_00327	CDS	588	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
IFLAKNEJ_00328	CDS	399	hyaE			Hydrogenase-1 operon protein HyaE
IFLAKNEJ_00329	CDS	858				hypothetical protein
IFLAKNEJ_00330	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
IFLAKNEJ_00331	CDS	1137	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
IFLAKNEJ_00332	CDS	93	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
IFLAKNEJ_00333	CDS	1299	appA			Periplasmic AppA protein
IFLAKNEJ_00334	CDS	2181	etk	2.7.10.-	COG0489	Tyrosine-protein kinase etk
IFLAKNEJ_00335	CDS	447	etp	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
IFLAKNEJ_00336	CDS	1140				hypothetical protein
IFLAKNEJ_00337	CDS	2097				hypothetical protein
IFLAKNEJ_00338	CDS	747				hypothetical protein
IFLAKNEJ_00339	CDS	645	gfcB_1			putative lipoprotein GfcB
IFLAKNEJ_00340	CDS	306	gfcA			Threonine-rich inner membrane protein GfcA
IFLAKNEJ_00341	CDS	213	cspG_1		COG1278	Cold shock-like protein CspG
IFLAKNEJ_00342	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
IFLAKNEJ_00343	CDS	174	gnsA			Protein GnsA
IFLAKNEJ_00344	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
IFLAKNEJ_00345	CDS	2700	torS	2.7.13.3	COG0784	Sensor protein TorS
IFLAKNEJ_00346	CDS	1029	torT		COG1879	Periplasmic protein TorT
IFLAKNEJ_00347	CDS	693	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
IFLAKNEJ_00348	CDS	1173	torC		COG3005	Cytochrome c-type protein TorC
IFLAKNEJ_00349	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
IFLAKNEJ_00350	CDS	600	torD		COG3381	Chaperone protein TorD
IFLAKNEJ_00351	CDS	306	cbpM			Chaperone modulatory protein CbpM
IFLAKNEJ_00352	CDS	921	cbpA		COG2214	Curved DNA-binding protein
IFLAKNEJ_00353	CDS	1188				hypothetical protein
IFLAKNEJ_00354	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
IFLAKNEJ_00355	CDS	228	yccJ			putative protein YccJ
IFLAKNEJ_00356	CDS	579	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
IFLAKNEJ_00357	CDS	1431				hypothetical protein
IFLAKNEJ_00358	CDS	117				hypothetical protein
IFLAKNEJ_00359	CDS	174				hypothetical protein
IFLAKNEJ_00360	CDS	1329	rutG		COG2233	Putative pyrimidine permease RutG
IFLAKNEJ_00361	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
IFLAKNEJ_00362	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
IFLAKNEJ_00363	CDS	801	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
IFLAKNEJ_00364	CDS	387	rutC	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
IFLAKNEJ_00365	CDS	696	rutB	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
IFLAKNEJ_00366	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
IFLAKNEJ_00367	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
IFLAKNEJ_00368	CDS	3963	putA		COG0506	Bifunctional protein PutA
IFLAKNEJ_00369	CDS	210				hypothetical protein
IFLAKNEJ_00370	CDS	1509	putP		COG0591	Sodium/proline symporter
IFLAKNEJ_00371	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
IFLAKNEJ_00372	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
IFLAKNEJ_00373	CDS	1272	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
IFLAKNEJ_00374	CDS	297				hypothetical protein
IFLAKNEJ_00375	CDS	789	phoH		COG1702	Protein PhoH
IFLAKNEJ_00376	CDS	414	pgaD			Biofilm PGA synthesis protein PgaD
IFLAKNEJ_00377	CDS	1326	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
IFLAKNEJ_00378	CDS	2019	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
IFLAKNEJ_00379	CDS	2424	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
IFLAKNEJ_00380	CDS	1359	dgcT	2.7.7.65		putative diguanylate cyclase DgcT
IFLAKNEJ_00381	CDS	867				IS3 family transposase IS3
IFLAKNEJ_00382	CDS	300				IS3 family transposase IS3
IFLAKNEJ_00383	CDS	492				hypothetical protein
IFLAKNEJ_00384	CDS	987				hypothetical protein
IFLAKNEJ_00385	CDS	1218	intA_1		COG0582	Prophage integrase IntA
IFLAKNEJ_00386	CDS	1530				hypothetical protein
IFLAKNEJ_00387	CDS	288				hypothetical protein
IFLAKNEJ_00388	CDS	1836				hypothetical protein
IFLAKNEJ_00389	CDS	564				hypothetical protein
IFLAKNEJ_00390	CDS	2361				hypothetical protein
IFLAKNEJ_00391	CDS	189				hypothetical protein
IFLAKNEJ_00392	CDS	933				IS66 family transposase ISEc22
IFLAKNEJ_00393	CDS	348				hypothetical protein
IFLAKNEJ_00394	CDS	405				hypothetical protein
IFLAKNEJ_00395	CDS	2091	cirA_1		COG4771	Colicin I receptor
IFLAKNEJ_00396	CDS	219				hypothetical protein
IFLAKNEJ_00397	CDS	129				hypothetical protein
IFLAKNEJ_00398	CDS	195				hypothetical protein
IFLAKNEJ_00399	CDS	180				hypothetical protein
IFLAKNEJ_00400	CDS	273				hypothetical protein
IFLAKNEJ_00401	CDS	198				hypothetical protein
IFLAKNEJ_00402	CDS	1125	elmGT	2.4.1.331		Elloramycin glycosyltransferase ElmGT
IFLAKNEJ_00403	CDS	1275	fes_1		COG2382	Enterochelin esterase
IFLAKNEJ_00404	CDS	981			COG3039	IS5 family transposase ISKpn26
IFLAKNEJ_00405	CDS	96				hypothetical protein
IFLAKNEJ_00406	CDS	435				hypothetical protein
IFLAKNEJ_00407	CDS	246				hypothetical protein
IFLAKNEJ_00408	CDS	162				hypothetical protein
IFLAKNEJ_00409	CDS	210	mchI			Microcin H47 immunity protein MchI
IFLAKNEJ_00410	CDS	90				hypothetical protein
IFLAKNEJ_00411	CDS	1551				hypothetical protein
IFLAKNEJ_00412	CDS	453				hypothetical protein
IFLAKNEJ_00413	CDS	1275	cvaA		COG0845	Colicin V secretion protein CvaA
IFLAKNEJ_00414	CDS	2103	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
IFLAKNEJ_00415	CDS	324				hypothetical protein
IFLAKNEJ_00416	CDS	414				hypothetical protein
IFLAKNEJ_00417	CDS	459				hypothetical protein
IFLAKNEJ_00418	CDS	510				hypothetical protein
IFLAKNEJ_00419	CDS	624				hypothetical protein
IFLAKNEJ_00420	CDS	234				hypothetical protein
IFLAKNEJ_00421	CDS	576				hypothetical protein
IFLAKNEJ_00422	CDS	2682	recD_1	3.1.11.5		RecBCD enzyme subunit RecD
IFLAKNEJ_00423	CDS	1098	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
IFLAKNEJ_00424	CDS	120				hypothetical protein
IFLAKNEJ_00425	CDS	714				IS3 family transposase ISSd1
IFLAKNEJ_00426	CDS	1299	dcuA_1		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
IFLAKNEJ_00427	CDS	720		5.1.1.13		Aspartate racemase
IFLAKNEJ_00428	CDS	939	yjiE_1			HTH-type transcriptional regulator YjiE
IFLAKNEJ_00429	CDS	246				IS200/IS605 family transposase IS200G
IFLAKNEJ_00430	CDS	111				hypothetical protein
IFLAKNEJ_00431	CDS	606				hypothetical protein
IFLAKNEJ_00432	CDS	1500				hypothetical protein
IFLAKNEJ_00433	CDS	1638				hypothetical protein
IFLAKNEJ_00434	CDS	1041				hypothetical protein
IFLAKNEJ_00435	CDS	639				hypothetical protein
IFLAKNEJ_00436	CDS	639	yceD_1		COG2310	General stress protein 16U
IFLAKNEJ_00437	CDS	639				hypothetical protein
IFLAKNEJ_00438	CDS	162				hypothetical protein
IFLAKNEJ_00439	CDS	468				hypothetical protein
IFLAKNEJ_00440	CDS	1209				hypothetical protein
IFLAKNEJ_00441	CDS	957				hypothetical protein
IFLAKNEJ_00442	CDS	1080	stiP	3.4.22.-		Cysteine protease StiP
IFLAKNEJ_00443	CDS	774				hypothetical protein
IFLAKNEJ_00444	CDS	1143				hypothetical protein
IFLAKNEJ_00445	CDS	1059				hypothetical protein
IFLAKNEJ_00446	CDS	582	yceD_2		COG2310	General stress protein 16U
IFLAKNEJ_00447	CDS	1158				hypothetical protein
IFLAKNEJ_00448	CDS	456				hypothetical protein
IFLAKNEJ_00449	CDS	1041	alx_1		COG0861	Putative membrane-bound redox modulator Alx
IFLAKNEJ_00450	CDS	579	yceD_3		COG2310	General stress protein 16U
IFLAKNEJ_00451	CDS	576	yceD_4		COG2310	General stress protein 16U
IFLAKNEJ_00452	CDS	1242				hypothetical protein
IFLAKNEJ_00453	CDS	426				hypothetical protein
IFLAKNEJ_00454	CDS	426				hypothetical protein
IFLAKNEJ_00455	CDS	351				hypothetical protein
IFLAKNEJ_00456	CDS	1614				IS66 family transposase ISEc23
IFLAKNEJ_00457	CDS	282				hypothetical protein
IFLAKNEJ_00458	CDS	783	deoR_2		COG1349	Deoxyribose operon repressor
IFLAKNEJ_00459	CDS	921	rbsK_1	2.7.1.15		Ribokinase
IFLAKNEJ_00460	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
IFLAKNEJ_00461	CDS	1014				hypothetical protein
IFLAKNEJ_00462	CDS	255				hypothetical protein
IFLAKNEJ_00463	CDS	1257	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
IFLAKNEJ_00464	CDS	288	ulaB_1	2.7.1.194		Ascorbate-specific PTS system EIIB component
IFLAKNEJ_00465	CDS	444	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
IFLAKNEJ_00466	CDS	1032	gntR_1			HTH-type transcriptional regulator GntR
IFLAKNEJ_00467	CDS	294				IS110 family transposase ISEc21
IFLAKNEJ_00468	CDS	690	nanE_1	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
IFLAKNEJ_00469	CDS	1557	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
IFLAKNEJ_00470	CDS	825	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
IFLAKNEJ_00471	CDS	210			COG1662	IS1 family transposase IS1F
IFLAKNEJ_00472	CDS	294				hypothetical protein
IFLAKNEJ_00473	CDS	630				hypothetical protein
IFLAKNEJ_00474	CDS	1077	fic_1	2.7.7.-	COG3177	Protein adenylyltransferase SoFic
IFLAKNEJ_00475	CDS	297				hypothetical protein
IFLAKNEJ_00476	CDS	276			COG1662	IS1 family transposase IS1A
IFLAKNEJ_00477	CDS	378			COG1662	IS1 family transposase IS1R
IFLAKNEJ_00478	CDS	381				hypothetical protein
IFLAKNEJ_00479	CDS	873				hypothetical protein
IFLAKNEJ_00480	CDS	294				hypothetical protein
IFLAKNEJ_00481	CDS	1206				hypothetical protein
IFLAKNEJ_00482	CDS	1620				hypothetical protein
IFLAKNEJ_00483	CDS	927	xerC_2			Tyrosine recombinase XerC
IFLAKNEJ_00484	tRNA	85				tRNA-Leu(caa)
IFLAKNEJ_00485	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
IFLAKNEJ_00486	CDS	564	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
IFLAKNEJ_00487	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
IFLAKNEJ_00488	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
IFLAKNEJ_00489	CDS	1320	idnT		COG2610	Gnt-II system L-idonate transporter
IFLAKNEJ_00490	CDS	999	gntR_2			HTH-type transcriptional regulator GntR
IFLAKNEJ_00491	CDS	1503				hypothetical protein
IFLAKNEJ_00492	CDS	1083	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
IFLAKNEJ_00493	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
IFLAKNEJ_00494	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
IFLAKNEJ_00495	CDS	483	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
IFLAKNEJ_00496	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
IFLAKNEJ_00497	CDS	1197	yjgN		COG4269	Inner membrane protein YjgN
IFLAKNEJ_00498	CDS	504				hypothetical protein
IFLAKNEJ_00499	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
IFLAKNEJ_00500	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
IFLAKNEJ_00501	CDS	231	yjgL_1			putative protein YjgL
IFLAKNEJ_00502	CDS	1320	yjgL_2			putative protein YjgL
IFLAKNEJ_00503	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
IFLAKNEJ_00504	CDS	594	bdcR			HTH-type transcriptional repressor BdcR
IFLAKNEJ_00505	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
IFLAKNEJ_00506	CDS	396	yjgH		COG0251	RutC family protein YjgH
IFLAKNEJ_00507	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
IFLAKNEJ_00508	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
IFLAKNEJ_00509	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IFLAKNEJ_00510	CDS	981				IS110 family transposase IS621
IFLAKNEJ_00511	CDS	2697	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
IFLAKNEJ_00512	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
IFLAKNEJ_00513	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
IFLAKNEJ_00514	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
IFLAKNEJ_00515	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
IFLAKNEJ_00516	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
IFLAKNEJ_00517	CDS	387	cybC		COG3783	Soluble cytochrome b562
IFLAKNEJ_00518	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
IFLAKNEJ_00519	CDS	552				hypothetical protein
IFLAKNEJ_00520	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
IFLAKNEJ_00521	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
IFLAKNEJ_00522	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
IFLAKNEJ_00523	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
IFLAKNEJ_00524	CDS	1503	fruK_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
IFLAKNEJ_00525	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
IFLAKNEJ_00526	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
IFLAKNEJ_00527	CDS	315	chpB	3.1.-.-	COG2337	Endoribonuclease toxin ChpB
IFLAKNEJ_00528	CDS	252	chpS			Antitoxin ChpS
IFLAKNEJ_00529	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
IFLAKNEJ_00530	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
IFLAKNEJ_00531	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
IFLAKNEJ_00532	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
IFLAKNEJ_00533	CDS	1344				hypothetical protein
IFLAKNEJ_00534	CDS	207				hypothetical protein
IFLAKNEJ_00535	CDS	558	ytfJ_1		COG3054	putative protein YtfJ
IFLAKNEJ_00536	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
IFLAKNEJ_00537	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
IFLAKNEJ_00538	CDS	381				hypothetical protein
IFLAKNEJ_00539	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
IFLAKNEJ_00540	CDS	966	ytfF			Inner membrane protein YtfF
IFLAKNEJ_00541	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
IFLAKNEJ_00542	CDS	1413	cycA		COG1113	D-serine/D-alanine/glycine transporter
IFLAKNEJ_00543	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
IFLAKNEJ_00544	CDS	639				hypothetical protein
IFLAKNEJ_00545	CDS	1149				IS200/IS605 family transposase IS609
IFLAKNEJ_00546	CDS	795				hypothetical protein
IFLAKNEJ_00547	CDS	450	rplI		COG0359	50S ribosomal protein L9
IFLAKNEJ_00548	CDS	228	rpsR		COG0238	30S ribosomal protein S18
IFLAKNEJ_00549	CDS	315	priB		COG2965	Primosomal replication protein N
IFLAKNEJ_00550	CDS	396	rpsF		COG0360	30S ribosomal protein S6
IFLAKNEJ_00551	CDS	276				hypothetical protein
IFLAKNEJ_00552	CDS	552	yagU_1		COG3477	Inner membrane protein YagU
IFLAKNEJ_00553	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
IFLAKNEJ_00554	CDS	855	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
IFLAKNEJ_00555	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
IFLAKNEJ_00556	CDS	465	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
IFLAKNEJ_00557	CDS	306	ulaB_2	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
IFLAKNEJ_00558	CDS	1398	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
IFLAKNEJ_00559	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
IFLAKNEJ_00560	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
IFLAKNEJ_00561	CDS	750				hypothetical protein
IFLAKNEJ_00562	CDS	330	bsmA			Lipoprotein BsmA
IFLAKNEJ_00563	CDS	276				hypothetical protein
IFLAKNEJ_00564	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
IFLAKNEJ_00565	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
IFLAKNEJ_00566	CDS	639				hypothetical protein
IFLAKNEJ_00567	CDS	111				hypothetical protein
IFLAKNEJ_00568	CDS	660				hypothetical protein
IFLAKNEJ_00569	CDS	699				hypothetical protein
IFLAKNEJ_00570	CDS	402				hypothetical protein
IFLAKNEJ_00571	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
IFLAKNEJ_00572	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
IFLAKNEJ_00573	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
IFLAKNEJ_00574	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
IFLAKNEJ_00575	CDS	198				hypothetical protein
IFLAKNEJ_00576	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
IFLAKNEJ_00577	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
IFLAKNEJ_00578	CDS	1281	hflX		COG2262	GTPase HflX
IFLAKNEJ_00579	CDS	309	hfq		COG1923	RNA-binding protein Hfq
IFLAKNEJ_00580	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
IFLAKNEJ_00581	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
IFLAKNEJ_00582	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
IFLAKNEJ_00583	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IFLAKNEJ_00584	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
IFLAKNEJ_00585	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
IFLAKNEJ_00586	tRNA	76				tRNA-Gly(gcc)
IFLAKNEJ_00587	tRNA	76				tRNA-Gly(gcc)
IFLAKNEJ_00588	tRNA	76				tRNA-Gly(gcc)
IFLAKNEJ_00589	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
IFLAKNEJ_00590	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
IFLAKNEJ_00591	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
IFLAKNEJ_00592	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
IFLAKNEJ_00593	CDS	303	yjeO			Inner membrane protein YjeO
IFLAKNEJ_00594	CDS	315				hypothetical protein
IFLAKNEJ_00595	CDS	1503	yjeM			Inner membrane transporter YjeM
IFLAKNEJ_00596	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
IFLAKNEJ_00597	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
IFLAKNEJ_00598	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
IFLAKNEJ_00599	CDS	396	frdC		COG3029	Fumarate reductase subunit C
IFLAKNEJ_00600	CDS	360	frdD		COG3080	Fumarate reductase subunit D
IFLAKNEJ_00601	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
IFLAKNEJ_00602	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
IFLAKNEJ_00603	CDS	318	gdx		COG2076	Guanidinium exporter
IFLAKNEJ_00604	CDS	147				hypothetical protein
IFLAKNEJ_00605	CDS	126				hypothetical protein
IFLAKNEJ_00606	CDS	567	efp		COG0231	Elongation factor P
IFLAKNEJ_00607	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
IFLAKNEJ_00608	CDS	870				hypothetical protein
IFLAKNEJ_00609	CDS	354				hypothetical protein
IFLAKNEJ_00610	CDS	1647	groL			60 kDa chaperonin
IFLAKNEJ_00611	CDS	294	groS		COG0234	10 kDa chaperonin
IFLAKNEJ_00612	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
IFLAKNEJ_00613	CDS	477				hypothetical protein
IFLAKNEJ_00614	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
IFLAKNEJ_00615	CDS	1302	dcuA_2		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
IFLAKNEJ_00616	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
IFLAKNEJ_00617	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
IFLAKNEJ_00618	CDS	576				hypothetical protein
IFLAKNEJ_00619	CDS	489				hypothetical protein
IFLAKNEJ_00620	CDS	198				hypothetical protein
IFLAKNEJ_00621	CDS	843				hypothetical protein
IFLAKNEJ_00622	CDS	1539	cadC		COG3710	Transcriptional activator CadC
IFLAKNEJ_00623	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
IFLAKNEJ_00624	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
IFLAKNEJ_00625	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
IFLAKNEJ_00626	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
IFLAKNEJ_00627	CDS	174	ghoT			Toxin GhoT
IFLAKNEJ_00628	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
IFLAKNEJ_00629	CDS	273	yjdJ		COG2388	putative protein YjdJ
IFLAKNEJ_00630	CDS	231				hypothetical protein
IFLAKNEJ_00631	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
IFLAKNEJ_00632	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
IFLAKNEJ_00633	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
IFLAKNEJ_00634	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
IFLAKNEJ_00635	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
IFLAKNEJ_00636	CDS	1410	melB		COG2211	Melibiose carrier protein
IFLAKNEJ_00637	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
IFLAKNEJ_00638	CDS	909	melR_1			Melibiose operon regulatory protein
IFLAKNEJ_00639	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
IFLAKNEJ_00640	CDS	762	gadX_1			HTH-type transcriptional regulator GadX
IFLAKNEJ_00641	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
IFLAKNEJ_00642	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
IFLAKNEJ_00643	CDS	669	basR			Transcriptional regulatory protein BasR
IFLAKNEJ_00644	CDS	1101	basS	2.7.13.3		Sensor protein BasS
IFLAKNEJ_00645	CDS	90				hypothetical protein
IFLAKNEJ_00646	CDS	1503	proP			Proline/betaine transporter
IFLAKNEJ_00647	CDS	879				hypothetical protein
IFLAKNEJ_00648	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
IFLAKNEJ_00649	CDS	336				hypothetical protein
IFLAKNEJ_00650	CDS	444				hypothetical protein
IFLAKNEJ_00651	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
IFLAKNEJ_00652	CDS	1017				hypothetical protein
IFLAKNEJ_00653	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
IFLAKNEJ_00654	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
IFLAKNEJ_00655	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
IFLAKNEJ_00656	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
